SSC_CODE_2016,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,Non_sch_quals_PostGrad_Dgre_M,Non_sch_quals_PostGrad_Dgre_F,Non_sch_quals_PostGrad_Dgre_P,Non_sch_quals_Gr_Dip_Gr_Crt_M,Non_sch_quals_Gr_Dip_Gr_Crt_F,Non_sch_quals_Gr_Dip_Gr_Crt_P,Non_sch_quals_Bchelr_Degree_M,Non_sch_quals_Bchelr_Degree_F,Non_sch_quals_Bchelr_Degree_P,Non_sch_quls_Advncd_Dip_Dip_M,Non_sch_quls_Advncd_Dip_Dip_F,Non_sch_quls_Advncd_Dip_Dip_P,Non_sch_quls_Cert3a4_Level_M,Non_sch_quls_Cert3a4_Level_F,Non_sch_quls_Cert3a4_Level_P,Non_sch_quls_Cert1a2_Level_M,Non_sch_quls_Cert1a2_Level_F,Non_sch_quls_Cert1a2_Level_P,Non_sch_quls_Certnfd_Level_M,Non_sch_quls_Certnfd_Level_F,Non_sch_quls_Certnfd_Level_P,Non_sch_quls_CertTot_Level_M,Non_sch_quls_CertTot_Level_F,Non_sch_quls_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
SSC51421,3,3,5,3,0,3,0,3,3,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,100,100,100,100,100,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51422,152,142,299,18,18,35,9,3,12,3,0,10,5,3,11,44,26,63,26,51,74,11.4,11.5,17.5,28.9,18.3,21.1,19.7,14.8,19.1,3,3,5,0,0,0,4,4,11,0,3,3,14,9,23,0,0,0,0,0,0,16,7,22,106,116,225,51,58,109,82,101,176,61,57,118
SSC51423,6,4,14,4,3,6,0,0,0,0,0,4,0,0,0,6,3,14,0,0,3,0,0,0,100,75,100,66.7,75,71.4,0,0,0,0,0,0,0,3,3,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,10,4,14,0,0,0,7,5,16,0,0,4
SSC51424,3340,3497,6832,1974,995,2967,413,1149,1559,115,131,239,184,176,353,2676,2444,5121,528,936,1466,6.9,7.2,6.9,80.1,69.9,75,74.9,65.1,69.7,86,99,184,32,78,113,388,608,994,319,463,785,1041,457,1495,29,57,84,44,104,143,1111,615,1728,3796,3879,7678,557,593,1144,2365,2361,4728,1735,1847,3579
SSC51425,497,540,1036,271,157,425,49,159,208,16,17,34,23,22,46,358,353,718,104,156,259,6.4,6.2,6.4,72,65.4,69.3,67.6,61.7,64.4,18,15,36,5,19,25,58,79,134,43,54,95,135,63,197,13,4,17,10,19,26,153,83,243,483,536,1019,73,84,160,337,357,693,192,241,428
SSC51426,17,8,26,11,3,7,0,0,0,0,0,0,0,0,0,10,4,14,4,8,13,0,0,0,58.8,50,53.8,64.7,37.5,26.9,0,0,0,0,0,0,0,3,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,7,10,18,3,4,8,9,7,16,10,4,12
SSC51427,12,15,31,9,3,13,0,3,7,0,0,0,0,0,0,14,11,23,0,5,5,0,0,0,116.7,73.3,74.2,75,40,64.5,0,0,0,0,0,0,0,10,8,0,0,0,3,0,3,0,0,0,0,0,0,3,0,5,18,19,35,0,3,3,13,16,28,3,4,8
SSC51428,51,43,86,18,12,33,8,8,16,0,0,3,3,0,3,30,20,55,8,17,26,10,0,5.5,58.8,46.5,64,51,46.5,60.5,0,0,0,0,0,3,6,7,13,3,4,5,12,7,13,0,0,0,0,0,0,13,4,15,35,37,81,6,3,7,31,36,65,8,7,20
SSC51429,619,167,785,346,44,383,46,19,63,44,10,54,5,17,18,436,85,520,39,51,94,1.1,20,3.5,70.4,50.9,66.2,70.4,43.7,63.7,5,0,5,8,0,9,39,10,46,34,5,38,190,24,212,10,0,11,3,0,5,198,28,227,364,143,510,169,31,208,240,114,357,283,55,335
SSC51430,20,19,31,10,0,15,3,6,7,0,0,0,0,0,0,15,4,20,0,11,8,0,0,0,75,21.1,64.5,65,31.6,71,0,0,0,0,0,0,3,7,8,4,0,5,3,0,3,0,0,0,0,0,0,3,0,3,27,20,42,0,4,4,13,16,31,9,6,20
SSC51431,100,90,190,40,18,61,9,21,32,9,4,7,3,0,6,59,44,103,31,37,65,5.1,0,5.8,59,48.9,54.2,58,47.8,52.6,0,0,0,0,0,0,5,10,9,3,4,10,28,9,40,0,4,4,7,0,6,35,18,48,91,80,172,9,10,21,71,63,138,21,26,52
SSC51432,25,21,48,12,8,21,3,7,7,0,0,0,0,0,4,19,18,41,3,4,10,0,0,9.8,76,85.7,85.4,60,71.4,58.3,0,0,0,0,0,0,3,0,3,0,3,0,8,0,10,0,0,0,0,0,0,8,3,7,28,26,51,0,0,5,17,22,44,10,3,13
SSC51433,21,14,39,10,4,17,3,13,14,0,0,0,0,0,3,12,11,29,3,4,5,0,0,10.3,57.1,78.6,74.4,61.9,121.4,79.5,0,0,0,0,0,0,0,3,3,0,3,3,5,3,10,0,0,0,0,0,0,5,3,10,18,18,44,0,0,0,15,14,37,3,0,5
SSC51434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51435,1883,1859,3741,1062,573,1633,215,554,772,63,74,135,92,94,186,1430,1292,2722,355,510,869,6.4,7.3,6.8,75.9,69.5,72.8,71.2,64.6,67.9,65,54,120,26,44,67,198,267,471,192,256,447,567,222,791,16,33,45,29,56,86,608,315,925,1825,1831,3656,425,413,835,915,873,1791,1262,1316,2578
SSC51436,40,27,71,16,7,23,3,7,13,3,3,5,3,0,3,26,19,41,8,5,15,11.5,0,7.3,65,70.4,57.7,55,63,57.7,0,0,0,0,0,0,0,7,8,0,0,4,10,4,14,0,0,0,0,0,0,10,4,14,36,32,69,0,0,0,31,23,51,10,10,13
SSC51437,9332,9382,18709,4300,2263,6559,1246,2395,3644,287,266,555,634,451,1078,6469,5371,11835,2395,3624,6022,9.8,8.4,9.1,69.3,57.2,63.3,62.5,52.5,57.5,272,237,504,98,175,269,938,1255,2188,764,903,1669,2397,987,3387,101,159,265,146,255,396,2647,1401,4049,9296,9442,18735,1374,1372,2747,6593,6709,13303,3650,3653,7308
SSC51438,150,156,303,64,43,103,14,28,37,5,7,11,6,5,13,92,79,167,50,64,108,6.5,6.3,7.8,61.3,50.6,55.1,55.3,50,49.8,0,3,3,0,0,0,8,12,21,7,12,17,47,14,58,0,3,3,0,4,4,49,22,71,145,137,277,25,37,68,85,80,164,74,86,160
SSC51439,32,28,58,17,0,20,4,13,13,0,0,0,0,0,0,19,15,35,8,7,15,0,0,0,59.4,53.6,60.3,65.6,46.4,56.9,0,0,0,0,0,0,0,3,3,0,0,0,7,3,9,0,0,0,0,0,0,5,3,10,35,29,62,3,3,4,21,19,42,11,4,19
SSC51440,0,4,5,0,3,4,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,75,80,0,75,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0
SSC51441,24,22,43,17,3,21,3,4,6,0,0,0,0,0,0,20,11,34,3,7,12,0,0,0,83.3,50,79.1,83.3,31.8,62.8,0,0,0,0,3,3,3,4,8,0,0,3,4,0,4,3,0,3,0,0,0,8,0,12,25,21,44,4,4,9,24,14,33,9,5,12
SSC51442,29,24,57,10,6,15,6,9,13,0,3,5,3,0,3,15,13,30,12,9,17,20,0,10,51.7,54.2,52.6,55.2,75,57.9,0,0,0,0,0,0,0,0,3,0,0,4,12,4,12,0,3,3,0,0,0,12,4,16,28,29,53,7,4,8,27,19,48,3,6,9
SSC51443,1154,926,2086,758,334,1095,90,176,269,97,68,160,27,36,64,970,616,1578,66,225,293,2.8,5.8,4.1,84.1,66.5,75.6,81.9,62.4,73.1,22,14,36,7,19,28,72,131,200,55,87,143,498,162,665,3,21,22,19,21,37,515,208,726,1090,879,1968,347,330,679,450,303,757,830,777,1610
SSC51444,12,9,22,3,0,5,0,6,4,0,0,3,0,0,0,7,7,14,3,3,5,0,0,0,58.3,77.8,63.6,25,66.7,54.5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,11,10,18,0,0,0,6,9,15,0,3,3
SSC51445,576,615,1183,175,92,265,49,135,185,32,16,46,31,23,55,289,261,555,226,300,524,10.7,8.8,9.9,50.2,42.4,46.9,44.4,39.5,41.9,10,14,26,6,15,19,34,53,89,39,52,88,155,66,224,3,9,10,11,17,27,170,90,254,521,534,1049,93,111,199,322,331,650,268,286,552
SSC51446,10,7,11,4,0,4,0,0,0,0,0,0,0,0,0,4,3,8,0,0,5,0,0,0,40,42.9,72.7,40,0,36.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,5,3,13,3,0,3,5,3,13,3,0,3
SSC51447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51448,7,3,4,7,0,3,0,0,0,0,0,0,0,0,0,7,3,4,0,0,0,0,0,0,100,100,100,100,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,13,0,0,0,3,4,6,4,0,4
SSC51449,144,134,276,65,32,95,26,43,68,8,4,16,3,6,4,99,84,181,40,42,80,3,7.1,2.2,68.8,62.7,65.6,68.8,59,64.9,0,3,3,3,7,11,12,18,32,8,21,33,41,16,61,0,3,3,9,7,16,51,25,81,143,125,266,16,16,30,117,108,220,34,34,72
SSC51450,439,22,468,11,12,17,6,3,6,0,0,0,0,0,0,12,15,28,428,12,434,0,0,0,2.7,68.2,6,3.9,68.2,4.9,0,0,0,0,0,0,0,5,4,3,4,5,11,0,13,0,0,0,0,3,3,11,4,13,19,23,43,3,3,3,15,17,35,4,12,16
SSC51451,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0
SSC51452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51453,51,57,108,19,3,19,7,8,17,4,3,5,3,0,3,31,17,49,21,30,52,9.7,0,6.1,60.8,29.8,45.4,58.8,24.6,38,0,0,0,0,0,0,0,0,6,3,5,4,15,3,15,0,3,3,0,3,3,16,11,25,40,34,78,10,12,26,27,30,58,20,29,48
SSC51454,42,36,82,22,5,34,5,13,21,0,3,4,0,0,0,31,25,54,8,7,16,0,0,0,73.8,69.4,65.9,64.3,58.3,72,0,0,0,0,3,3,0,7,3,5,8,7,14,8,20,0,0,0,0,0,3,15,4,20,48,36,80,7,0,4,40,24,64,9,14,22
SSC51455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51456,1129,1156,2286,536,271,801,174,359,537,18,43,69,52,33,85,786,701,1490,286,410,697,6.6,4.7,5.7,69.6,60.6,65.2,64.5,58.2,61.5,85,73,156,29,46,70,276,311,580,129,122,253,214,71,281,0,14,19,13,28,47,236,111,347,1091,1162,2257,183,163,343,748,801,1555,494,490,985
SSC51457,4,8,15,5,0,3,0,3,3,0,0,0,0,0,0,3,3,8,0,3,5,0,0,0,75,37.5,53.3,125,37.5,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,0,0,0,4,4,7,0,0,0
SSC51458,2860,3221,6088,1393,1082,2475,430,680,1108,78,108,181,166,149,318,2070,2012,4081,601,989,1588,8,7.4,7.8,72.4,62.5,67,66.5,58.1,61.8,169,190,361,65,71,133,599,796,1389,266,347,611,579,269,849,24,39,63,36,67,96,630,374,1006,2278,2607,4887,668,710,1379,1247,1500,2744,1601,1720,3317
SSC51459,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0
SSC51460,25,23,54,18,5,18,3,7,14,4,0,3,0,0,0,24,18,36,9,10,10,0,0,0,96,78.3,66.7,100,52.2,64.8,0,0,0,0,0,0,0,0,5,3,6,7,7,0,8,0,0,0,0,0,0,7,0,12,24,24,53,3,7,9,16,13,34,7,14,20
SSC51461,1199,1158,2362,477,206,682,120,285,404,49,44,94,80,69,152,721,607,1329,353,445,794,11.1,11.4,11.4,60.1,52.4,56.3,53.9,46.2,50,10,13,25,6,26,33,50,91,147,65,126,192,400,169,565,13,28,43,17,29,53,434,225,656,1089,1024,2113,261,266,526,623,557,1181,645,654,1298
SSC51462,19,22,35,14,5,16,3,6,10,0,0,0,0,0,0,13,8,24,0,4,10,0,0,0,68.4,36.4,68.6,89.5,50,74.3,0,0,0,0,0,0,0,4,4,0,0,3,4,0,6,0,0,0,0,0,0,4,0,6,26,22,48,4,0,6,17,16,33,3,3,7
SSC51463,14,14,22,6,3,11,0,3,3,0,0,0,0,0,0,6,4,16,3,3,3,0,0,0,42.9,28.6,72.7,42.9,42.9,63.6,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,18,28,0,0,0,14,12,24,0,0,3
SSC51464,140,109,254,69,27,97,15,32,49,10,4,15,9,5,17,103,73,176,25,28,53,8.7,6.8,9.7,73.6,67,69.3,67.1,57.8,63.4,0,0,0,0,3,4,8,11,20,5,14,15,41,11,52,0,0,3,3,4,4,41,14,58,131,117,240,26,17,39,93,81,170,58,43,96
SSC51465,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51466,76,75,152,38,16,58,12,21,30,4,3,7,0,4,4,51,42,93,17,29,47,0,9.5,4.3,67.1,56,61.2,71.1,53.3,62.5,3,3,3,0,3,3,6,7,17,8,8,9,27,8,39,0,0,0,0,0,7,27,10,40,81,81,161,5,5,7,57,67,123,20,18,41
SSC51467,5,4,5,7,0,5,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,140,0,100,140,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,7,3,3,0,0,0,7,3,3,0,0,0
SSC51468,243,243,484,105,52,166,26,60,83,8,14,20,14,9,27,159,142,297,74,85,160,8.8,6.3,9.1,65.4,58.4,61.4,57.2,51.9,55.6,4,4,4,0,9,9,12,21,39,12,20,30,81,30,111,0,0,3,3,12,19,85,44,132,246,229,474,30,30,62,199,190,391,76,59,138
SSC51469,20,19,46,9,0,12,0,5,9,0,0,0,3,0,3,15,8,21,7,10,12,20,0,14.3,75,42.1,45.7,45,26.3,45.7,0,0,0,0,0,3,0,8,9,0,0,7,6,0,7,0,0,0,0,0,0,7,0,10,23,20,45,4,3,10,20,14,31,7,13,16
SSC51470,61,36,100,38,12,53,6,9,19,4,0,4,0,0,0,54,19,72,0,20,21,0,0,0,88.5,52.8,72,78.7,58.3,76,0,0,0,0,0,0,5,3,6,3,3,4,20,4,28,0,0,0,0,0,0,20,3,29,60,40,99,11,5,12,17,6,28,41,29,73
SSC51471,798,890,1690,362,169,531,90,267,356,29,19,49,51,48,95,532,502,1033,215,334,546,9.6,9.6,9.2,66.7,56.4,61.1,60.3,51.1,55.4,5,9,16,4,11,11,44,54,97,46,75,119,246,158,402,13,26,32,13,30,44,273,212,481,796,845,1640,151,171,322,549,595,1148,339,384,727
SSC51472,513,521,1036,189,99,294,56,90,149,21,18,40,51,37,84,315,243,563,139,211,347,16.2,15.2,14.9,61.4,46.6,54.3,51.9,39.7,46.6,4,3,10,4,0,4,6,21,27,10,37,48,156,88,242,15,13,23,9,9,18,177,114,289,548,485,1031,86,95,177,330,288,620,251,260,508
SSC51473,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,3
SSC51474,19,18,36,16,9,19,3,0,3,4,0,3,0,0,0,19,6,29,0,9,6,0,0,0,100,33.3,80.6,121.1,50,69.4,0,0,0,0,0,0,4,3,10,4,4,9,0,0,5,0,0,0,0,0,0,0,0,5,29,19,45,0,0,0,16,8,27,7,4,8
SSC51475,888,938,1823,426,193,624,125,340,465,45,24,74,28,32,58,636,589,1222,192,297,488,4.4,5.4,4.7,71.6,62.8,67,67.1,59.4,63.8,4,7,9,4,16,21,46,112,158,45,116,159,313,172,491,14,23,35,13,40,50,338,235,575,929,955,1879,192,195,386,481,448,931,561,648,1210
SSC51476,3966,3716,7681,1932,1233,3165,631,878,1510,117,129,245,248,216,468,2932,2454,5386,694,979,1677,8.5,8.8,8.7,73.9,66,70.1,67.6,60.3,64.1,340,322,666,90,129,220,924,987,1914,379,413,797,617,284,903,37,38,75,43,59,101,696,379,1076,2840,2703,5544,1136,1132,2268,1412,1376,2788,2462,2331,4785
SSC51477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51478,356,330,681,202,100,300,36,79,109,16,10,28,13,14,30,268,201,471,40,91,132,4.9,7,6.4,75.3,60.9,69.2,71.3,57.3,64.2,5,4,5,0,0,0,10,15,22,9,25,32,107,43,144,3,11,16,5,13,19,120,63,181,311,301,617,69,66,131,204,190,395,155,155,306
SSC51479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51480,411,453,858,186,128,309,46,114,165,13,13,25,27,16,41,276,270,540,109,158,263,9.8,5.9,7.6,67.2,59.6,62.9,59.6,56.3,58.2,10,5,17,5,8,11,30,59,88,32,65,102,94,54,152,3,4,13,8,6,18,108,71,180,368,402,766,75,104,179,231,256,491,204,231,437
SSC51481,38,30,74,27,7,33,3,8,14,4,0,8,0,0,0,36,23,57,3,4,11,0,0,0,94.7,76.7,77,89.5,50,74.3,0,0,0,0,0,0,3,5,9,0,8,8,3,3,7,0,0,0,0,0,0,3,3,7,41,29,69,6,4,4,28,21,48,10,16,24
SSC51482,7,12,18,6,3,13,0,0,0,0,0,0,0,0,0,7,3,13,0,4,4,0,0,0,100,25,72.2,85.7,25,72.2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,3,10,12,27,0,0,0,9,8,18,0,5,10
SSC51483,13,15,27,12,8,17,0,4,3,0,0,0,0,0,0,17,8,28,0,0,3,0,0,0,130.8,53.3,103.7,92.3,80,74.1,0,0,0,0,0,0,0,5,9,3,7,4,0,0,0,0,0,0,0,0,0,0,0,3,16,14,28,0,0,3,15,14,25,4,0,3
SSC51484,112,33,149,9,0,12,5,7,14,14,3,14,4,0,4,35,9,41,77,18,96,11.4,0,9.8,31.3,27.3,27.5,25,30.3,26.8,0,0,0,0,0,0,0,3,11,0,0,0,13,3,21,4,0,4,3,0,3,18,3,20,71,21,89,50,12,65,18,13,26,97,20,118
SSC51485,21,12,29,5,5,12,3,0,7,0,0,0,0,0,3,14,6,21,3,7,10,0,0,14.3,66.7,50,72.4,38.1,41.7,65.5,0,0,0,0,0,0,0,3,4,3,3,3,4,0,4,0,0,0,0,0,0,4,0,4,12,12,24,3,0,3,9,11,23,7,0,4
SSC51486,906,905,1812,419,228,652,114,241,349,31,26,66,54,49,101,623,546,1168,221,315,540,8.7,9,8.6,68.8,60.3,64.5,62.3,54.7,58.9,5,5,11,0,14,12,31,71,104,43,86,131,293,150,448,15,20,33,20,23,42,325,193,520,966,899,1869,142,156,294,646,578,1227,382,422,807
SSC51487,606,654,1261,214,112,322,59,151,213,15,22,40,23,23,44,319,303,617,221,278,505,7.2,7.6,7.1,52.6,46.3,48.9,47.5,43.6,45.6,4,3,9,3,9,12,13,42,57,21,34,55,140,74,211,3,17,25,12,19,33,160,107,264,544,568,1106,95,115,207,384,396,784,219,253,472
SSC51488,4777,4948,9722,2245,1112,3360,504,1225,1728,165,148,318,314,284,600,3229,2776,6007,1210,1880,3089,9.7,10.2,10,67.6,56.1,61.8,61,50.2,55.6,52,59,111,38,66,106,235,482,714,353,466,820,1584,713,2298,56,95,149,84,137,218,1727,941,2671,4789,4918,9711,731,767,1500,3047,3092,6133,2247,2334,4578
SSC51489,23,17,42,18,7,19,0,4,7,0,0,0,0,0,0,20,9,27,4,3,6,0,0,0,87,52.9,64.3,78.3,64.7,61.9,0,0,0,0,0,0,4,4,9,0,3,0,0,0,4,0,0,0,0,0,0,0,0,4,24,16,42,3,0,5,21,14,38,3,3,9
SSC51490,23,21,42,17,3,21,0,5,5,0,0,0,0,0,0,16,11,31,3,3,9,0,0,0,69.6,52.4,73.8,73.9,38.1,61.9,0,0,0,0,0,0,4,5,14,0,0,3,4,3,6,0,0,0,0,0,0,4,0,8,17,14,37,9,3,13,17,12,32,7,6,12
SSC51491,102,117,217,54,24,78,10,27,39,7,4,10,3,0,9,76,65,133,15,39,60,3.9,0,6.8,74.5,55.6,61.3,69.6,47,58.5,0,3,3,0,0,0,5,11,15,3,9,16,20,8,28,0,11,13,6,3,9,29,19,51,97,114,210,14,12,19,69,76,145,29,43,75
SSC51492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51494,369,374,748,170,86,259,56,104,161,11,16,26,13,12,25,248,214,464,105,141,247,5.2,5.6,5.4,67.2,57.2,62,64.2,55.1,59.6,5,12,14,3,12,19,32,39,62,20,43,64,137,52,190,3,6,6,3,12,12,141,67,209,363,391,762,47,44,89,298,291,591,104,128,235
SSC51495,18,17,34,3,3,9,4,3,4,0,3,3,0,0,0,7,10,17,7,7,16,0,0,0,38.9,58.8,50,38.9,52.9,47.1,0,0,0,0,0,0,3,5,7,0,0,0,5,4,7,0,0,0,0,0,0,5,4,7,26,13,35,3,0,3,17,13,36,3,0,7
SSC51496,207,180,383,54,23,71,27,48,74,9,8,13,6,3,12,90,76,167,100,85,185,6.7,3.9,7.2,43.5,42.2,43.6,43.5,43.9,41.3,4,3,9,5,4,9,10,21,36,14,22,32,65,16,78,0,4,4,6,8,10,67,23,93,173,161,330,35,32,62,130,121,251,74,66,141
SSC51497,39,37,77,17,6,30,7,11,18,5,3,5,0,0,3,36,23,58,5,10,14,0,0,5.2,92.3,62.2,75.3,74.4,54.1,68.8,0,0,0,0,0,0,3,3,4,0,4,4,5,3,11,0,0,0,0,0,3,12,4,17,36,32,69,9,5,13,32,24,56,11,6,22
SSC51498,19,14,32,11,3,18,0,6,5,0,0,0,0,0,0,11,9,26,3,4,6,0,0,0,57.9,64.3,81.3,57.9,64.3,71.9,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,17,15,30,3,0,7,12,12,31,3,3,10
SSC51499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51500,13,5,23,6,0,14,0,0,0,0,0,0,0,0,0,6,3,15,5,3,9,0,0,0,46.2,60,65.2,46.2,0,60.9,0,0,0,0,0,0,3,3,4,0,0,0,3,0,4,0,0,0,0,0,0,3,0,4,15,11,25,0,0,0,11,9,14,6,0,8
SSC51501,10,8,18,9,3,10,0,3,3,0,0,0,0,0,0,7,4,11,0,3,3,0,0,0,70,50,61.1,90,75,72.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,15,21,0,0,0,4,9,13,3,5,5
SSC51502,4,3,5,4,0,3,0,0,0,0,0,0,0,0,0,4,4,5,0,0,0,0,0,0,100,133.3,100,100,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,7,0,0,0,4,7,7,0,0,0
SSC51503,129,112,240,57,31,90,17,16,32,9,3,9,9,4,7,87,58,142,30,49,74,10.3,6.9,4.9,67.4,51.8,59.2,64.3,44.6,54.6,0,4,5,0,3,3,3,6,10,4,8,13,40,9,54,0,5,5,3,4,3,42,23,66,114,109,224,14,24,39,74,74,150,52,46,101
SSC51504,1077,1175,2257,660,429,1091,115,299,409,33,52,84,48,46,99,855,824,1682,161,287,440,5.6,5.6,5.9,79.4,70.1,74.5,75,66.4,70.2,41,49,88,18,38,51,164,241,411,84,125,208,327,147,472,15,24,37,18,27,48,353,204,559,848,883,1728,404,432,837,293,275,567,887,979,1868
